-15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, -15, 30, 4.71239, 
-15, 29.7, 4.50002, -15, 29.7, 4.54055, -15, 29.7, 4.57198, -15, 29.7, 4.59753, -15, 29.7, 4.6191, -15, 29.7, 4.63789, -15, 29.7, 4.65474, -15, 29.7, 4.67021, -15, 29.7, 4.68475, -15, 29.7, 4.69871, -15, 29.7, 4.71239, -15, 29.7, 4.72607, -15, 29.7, 4.74003, -15, 29.7, 4.75457, -15, 29.7, 4.77004, -15, 29.7, 4.78688, -15, 29.7, 4.80568, -15, 29.7, 4.82725, -15, 29.7, 4.85279, -15, 29.7, 4.88423, -15, 29.7, 4.92476, 
-15.0632, 29.4067, 4.28764, -15.0513, 29.4044, 4.36871, -15.042, 29.403, 4.43158, -15.0344, 29.402, 4.48267, -15.0279, 29.4013, 4.52581, -15.0223, 29.4008, 4.5634, -15.0173, 29.4005, 4.59708, -15.0127, 29.4003, 4.62802, -15.0083, 29.4001, 4.6571, -15.0041, 29.4, 4.68502, -15, 29.4, 4.71239, -14.9959, 29.4, 4.73975, -14.9917, 29.4001, 4.76767, -14.9873, 29.4003, 4.79675, -14.9827, 29.4005, 4.8277, -14.9777, 29.4008, 4.86138, -14.9721, 29.4013, 4.89897, -14.9656, 29.402, 4.9421, -14.958, 29.403, 4.9932, -14.9487, 29.4044, 5.05607, -14.9368, 29.4067, 5.13714, 
-15.1869, 29.1334, 4.07527, -15.1524, 29.122, 4.19687, -15.1251, 29.1147, 4.29117, -15.1027, 29.1099, 4.36782, -15.0836, 29.1065, 4.43251, -15.0669, 29.1042, 4.4889, -15.0518, 29.1025, 4.53943, -15.0379, 29.1013, 4.58584, -15.0249, 29.1006, 4.62946, -15.0123, 29.1001, 4.67134, -15, 29.1, 4.71239, -14.9877, 29.1001, 4.75343, -14.9751, 29.1006, 4.79532, -14.9621, 29.1013, 4.83894, -14.9482, 29.1025, 4.88535, -14.9331, 29.1042, 4.93588, -14.9164, 29.1065, 4.99226, -14.8973, 29.1099, 5.05696, -14.8749, 29.1147, 5.1336, -14.8476, 29.122, 5.22791, -14.8131, 29.1334, 5.34951, 
-15.3653, 28.8923, 3.86289, -15.3003, 28.861, 4.02503, -15.2478, 28.8409, 4.15077, -15.204, 28.8275, 4.25296, -15.1665, 28.8182, 4.33922, -15.1333, 28.8116, 4.41441, -15.1034, 28.807, 4.48177, -15.0758, 28.8037, 4.54366, -15.0497, 28.8016, 4.60182, -15.0246, 28.8004, 4.65766, -15, 28.8, 4.71239, -14.9754, 28.8004, 4.76712, -14.9503, 28.8016, 4.82296, -14.9242, 28.8037, 4.88112, -14.8966, 28.807, 4.943, -14.8667, 28.8116, 5.01037, -14.8335, 28.8182, 5.08555, -14.796, 28.8275, 5.17182, -14.7522, 28.8409, 5.27401, -14.6997, 28.861, 5.39975, -14.6347, 28.8923, 5.56188, 
-15.5906, 28.6941, 3.65052, -15.4906, 28.6291, 3.85319, -15.4076, 28.587, 4.01036, -15.3371, 28.5586, 4.1381, -15.2758, 28.5388, 4.24593, -15.2214, 28.5248, 4.33991, -15.172, 28.5149, 4.42412, -15.1262, 28.508, 4.50148, -15.0828, 28.5034, 4.57418, -15.041, 28.5008, 4.64398, -15, 28.5, 4.71239, -14.959, 28.5008, 4.7808, -14.9172, 28.5034, 4.8506, -14.8738, 28.508, 4.9233, -14.828, 28.5149, 5.00066, -14.7786, 28.5248, 5.08487, -14.7242, 28.5388, 5.17885, -14.6629, 28.5586, 5.28668, -14.5924, 28.587, 5.41442, -14.5094, 28.6291, 5.57159, -14.4094, 28.6941, 5.77426, 
-15.8526, 28.548, 3.43815, -15.7178, 28.4332, 3.68135, -15.6013, 28.3579, 3.86996, -15.5, 28.3067, 4.02324, -15.4108, 28.2709, 4.15264, -15.3306, 28.2454, 4.26541, -15.2573, 28.2273, 4.36647, -15.189, 28.2146, 4.4593, -15.1242, 28.2063, 4.54654, -15.0615, 28.2015, 4.6303, -15, 28.2, 4.71239, -14.9385, 28.2015, 4.79448, -14.8758, 28.2063, 4.87824, -14.811, 28.2146, 4.96548, -14.7427, 28.2273, 5.05831, -14.6694, 28.2454, 5.15936, -14.5892, 28.2709, 5.27214, -14.5, 28.3067, 5.40153, -14.3987, 28.3579, 5.55482, -14.2822, 28.4332, 5.74343, -14.1474, 28.548, 5.98663, 
-16.1395, 28.4603, 3.22577, -15.9752, 28.279, 3.50951, -15.8252, 28.1583, 3.72955, -15.6908, 28.0752, 3.90839, -15.57, 28.0167, 4.05935, -15.4603, 27.9749, 4.19092, -15.359, 27.9451, 4.30881, -15.2641, 27.9242, 4.41711, -15.1737, 27.9104, 4.51889, -15.0861, 27.9026, 4.61661, -15, 27.9, 4.71239, -14.9139, 27.9026, 4.80816, -14.8263, 27.9104, 4.90588, -14.7359, 27.9242, 5.00766, -14.641, 27.9451, 5.11596, -14.5397, 27.9749, 5.23386, -14.43, 28.0167, 5.36543, -14.3092, 28.0752, 5.51639, -14.1748, 28.1583, 5.69523, -14.0248, 28.279, 5.91527, -13.8605, 28.4603, 6.19901, 
-16.4384, 28.4351, 3.0134, -16.2551, 28.1711, 3.33767, -16.0748, 27.9919, 3.58915, -15.9068, 27.867, 3.79353, -15.7523, 27.7784, 3.96606, -15.6097, 27.7148, 4.11642, -15.4768, 27.6692, 4.25116, -15.3514, 27.6372, 4.37493, -15.2314, 27.616, 4.49125, -15.1148, 27.6039, 4.60293, -15, 27.6, 4.71239, -14.8852, 27.6039, 4.82184, -14.7686, 27.616, 4.93353, -14.6486, 27.6372, 5.04985, -14.5232, 27.6692, 5.17362, -14.3903, 27.7148, 5.30836, -14.2477, 27.7784, 5.45872, -14.0932, 27.867, 5.63125, -13.9252, 27.9919, 5.83563, -13.7449, 28.1711, 6.08711, -13.5616, 28.4351, 6.41138, 
-16.736, 28.4734, 2.80102, -16.5494, 28.1126, 3.16583, -16.3452, 27.862, 3.44874, -16.1453, 27.685, 3.67867, -15.956, 27.5581, 3.87277, -15.7781, 27.4665, 4.04193, -15.6103, 27.4005, 4.19351, -15.4507, 27.3541, 4.33275, -15.2972, 27.3233, 4.46361, -15.1476, 27.3057, 4.58925, -15, 27.3, 4.71239, -14.8524, 27.3057, 4.83553, -14.7028, 27.3233, 4.96117, -14.5493, 27.3541, 5.09203, -14.3897, 27.4005, 5.23127, -14.2219, 27.4665, 5.38285, -14.044, 27.5581, 5.55201, -13.8547, 27.685, 5.74611, -13.6548, 27.862, 5.97604, -13.4506, 28.1126, 6.25895, -13.264, 28.4734, 6.62375, 
-17.0187, 28.5736, 2.58865, -16.8493, 28.1054, 2.99399, -16.6312, 27.7713, 3.30834, -16.4031, 27.5315, 3.56381, -16.1793, 27.3578, 3.77948, -15.9645, 27.2314, 3.96743, -15.7591, 27.14, 4.13585, -15.5619, 27.0755, 4.29057, -15.371, 27.0326, 4.43597, -15.1844, 27.008, 4.57557, -15, 27, 4.71239, -14.8156, 27.008, 4.84921, -14.629, 27.0326, 4.98881, -14.4381, 27.0755, 5.13421, -14.2409, 27.14, 5.28893, -14.0355, 27.2314, 5.45735, -13.8207, 27.3578, 5.6453, -13.5969, 27.5315, 5.86096, -13.3688, 27.7713, 6.11644, -13.1507, 28.1054, 6.43079, -12.9813, 28.5736, 6.83613, 
-17.274, 28.7312, 2.37628, -17.146, 28.1495, 2.82215, -16.927, 27.7215, 3.16793, -16.6767, 27.4086, 3.44896, -16.4203, 27.1792, 3.68618, -16.1679, 27.0109, 3.89294, -15.9226, 26.8885, 4.0782, -15.6847, 26.8018, 4.24838, -15.4529, 26.7439, 4.40832, -15.2254, 26.7108, 4.56189, -15, 26.7, 4.71239, -14.7746, 26.7108, 4.86289, -14.5471, 26.7439, 5.01645, -14.3153, 26.8018, 5.17639, -14.0774, 26.8885, 5.34658, -13.8321, 27.0109, 5.53184, -13.5797, 27.1792, 5.73859, -13.3233, 27.4086, 5.97582, -13.073, 27.7215, 6.25685, -12.854, 28.1495, 6.60263, -12.726, 28.7312, 7.0485, 
